identificatie,postcode,huisnummer,oppervlakte,gebruiksdoel,status,pand_identificatie
0361010000001458,1813LM,15,96,woonfunctie,Verblijfsobject in gebruik,0361100000000720
0361010000000587,1826KH,36,124,woonfunctie,Verblijfsobject in gebruik,0361100000040322
0361010000002539,1817HB,70,53,woonfunctie,Verblijfsobject in gebruik,0361100000029060
0361010000001039,1816MA,15,205,woonfunctie,Verblijfsobject in gebruik,0361100000009200
0361010000000208,1814RH,13,57,woonfunctie,Verblijfsobject in gebruik,0361100000006801
0361010000001459,1813LN,16,99,woonfunctie,Verblijfsobject in gebruik,0361100000101653
0361010000002072,1824EC,4,137,woonfunctie,Verblijfsobject in gebruik,0361100000025873
0361010000002540,1817HB,72,53,woonfunctie,Verblijfsobject in gebruik,0361100000029060
0361010000000589,1826KH,38,120,woonfunctie,Verblijfsobject in gebruik,0361100000040323
0361010000001040,1816MA,16,234,woonfunctie,Verblijfsobject in gebruik,0361100000101762
0361010000000209,1814RH,14,57,woonfunctie,Verblijfsobject in gebruik,0361100000006801
0361010000001460,1813LM,17,96,woonfunctie,Verblijfsobject in gebruik,0361100000000713
0361010000002541,1817HB,74,53,woonfunctie,Verblijfsobject in gebruik,0361100000029060
0361010000001041,1816MA,17,283,woonfunctie,Verblijfsobject in gebruik,0361100000009328
0361010000002074,1824EC,6,137,woonfunctie,Verblijfsobject in gebruik,0361100000102723
0361010000001461,1813LN,18,99,woonfunctie,Verblijfsobject in gebruik,0361100000101654
0361010000000210,1814RH,15,57,woonfunctie,Verblijfsobject in gebruik,0361100000006801
0361010000001042,1816MA,19,222,woonfunctie,Verblijfsobject in gebruik,0361100000009582
0361010000001462,1813LM,19,101,woonfunctie,Verblijfsobject in gebruik,0361100000101595
0361010000002542,1817HB,76,53,woonfunctie,Verblijfsobject in gebruik,0361100000029060
0361010000000211,1814RH,16,57,woonfunctie,Verblijfsobject in gebruik,0361100000006801
0361010000002076,1824EC,8,137,woonfunctie,Verblijfsobject in gebruik,0361100000025872
0361010000000593,1826KH,42,124,woonfunctie,Verblijfsobject in gebruik,0361100000040436
0361010000001463,1813LN,20,99,woonfunctie,Verblijfsobject in gebruik,0361100000000757
0361010000002543,1817HB,78,53,woonfunctie,Verblijfsobject in gebruik,0361100000029060
0361010000001043,1816MA,21,337,woonfunctie,Verblijfsobject in gebruik,0361100000009728
0361010000000212,1814RH,17,57,woonfunctie,Verblijfsobject in gebruik,0361100000006801
0361010000001044,1816MA,23,248,woonfunctie,Verblijfsobject in gebruik,0361100000009913
0361010000000595,1826KH,44,124,woonfunctie,Verblijfsobject in gebruik,0361100000040437
0361010000002544,1817HB,84,53,woonfunctie,Verblijfsobject in gebruik,0361100000028780
0361010000000213,1814RH,18,57,woonfunctie,Verblijfsobject in gebruik,0361100000006801
0361010000001045,1816MA,25,164,woonfunctie,Verblijfsobject in gebruik,0361100000010037
0361010000002545,1817HB,86,53,woonfunctie,Verblijfsobject in gebruik,0361100000028780
0361010000001046,1816MA,27,236,woonfunctie,Verblijfsobject in gebruik,0361100000010147
0361010000000597,1826KH,46,152,woonfunctie,Verblijfsobject in gebruik,0361100000040438
0361010000000214,1814RH,19,57,woonfunctie,Verblijfsobject in gebruik,0361100000006800
0361010000001464,1813LM,21,112,woonfunctie,Verblijfsobject in gebruik,0361100000000712
0361010000000598,1826KG,47,107,woonfunctie,Verblijfsobject in gebruik,0361100000040426
0361010000001047,1816MA,29,164,woonfunctie,Verblijfsobject in gebruik,0361100000010384
0361010000002546,1817HB,88,53,woonfunctie,Verblijfsobject in gebruik,0361100000028780
0361010000000599,1826KJ,48,153,woonfunctie,Verblijfsobject in gebruik,0361100000040439
0361010000001048,1816MA,31,214,woonfunctie,Verblijfsobject in gebruik,0361100000010545
0361010000001465,1813LN,22,99,woonfunctie,Verblijfsobject in gebruik,0361100000000755
0361010000000215,1814RH,20,57,woonfunctie,Verblijfsobject in gebruik,0361100000006800
0361010000002080,1824EC,12,148,woonfunctie,Verblijfsobject in gebruik,0361100000025869
0361010000000600,1826KG,49,107,woonfunctie,Verblijfsobject in gebruik,0361100000040427
0361010000002547,1817HB,90,53,woonfunctie,Verblijfsobject in gebruik,0361100000028780
0361010000000216,1814RH,21,57,woonfunctie,Verblijfsobject in gebruik,0361100000006800
0361010000001466,1813LM,23,116,woonfunctie,Verblijfsobject in gebruik,0361100000000710
0361010000000601,1826KJ,50,133,woonfunctie,Verblijfsobject in gebruik,0361100000040440
0361010000001049,1811NA,1,298,"bijeenkomstfunctie,logiesfunctie,winkelfunctie",Verblijfsobject in gebruik,0361100000104617
0361010000002548,1817HB,92,53,woonfunctie,Verblijfsobject in gebruik,0361100000028780
0361010000002082,1824EC,14,137,woonfunctie,Verblijfsobject in gebruik,0361100000025865
0361010000000602,1826KG,51,110,woonfunctie,Verblijfsobject in gebruik,0361100000040429
0361010000001050,1811NA,2,175,"winkelfunctie,woonfunctie",Verblijfsobject in gebruik,0361100000104571
0361010000000217,1814RH,22,57,woonfunctie,Verblijfsobject in gebruik,0361100000006800
0361010000001467,1813LN,24,99,woonfunctie,Verblijfsobject in gebruik,0361100000000752
0361010000001051,1811NA,3,96,"winkelfunctie,woonfunctie",Verblijfsobject in gebruik,0361100000104618
0361010000000603,1826KJ,52,130,woonfunctie,Verblijfsobject in gebruik,0361100000040441
0361010000002549,1817HB,94,53,woonfunctie,Verblijfsobject in gebruik,0361100000028780
0361010000001468,1813LN,26,99,woonfunctie,Verblijfsobject in gebruik,0361100000101655
0361010000002084,1824EC,16,137,woonfunctie,Verblijfsobject in gebruik,0361100000025864
0361010000000604,1826KG,53,107,woonfunctie,Verblijfsobject in gebruik,0361100000040430
0361010000000218,1814RH,23,57,woonfunctie,Verblijfsobject in gebruik,0361100000006800
0361010000001052,1811NA,4,112,woonfunctie,Verblijfsobject in gebruik,0361100000104571
0361010000001469,1813LN,28,101,woonfunctie,Verblijfsobject in gebruik,0361100000000749
0361010000001053,1811NA,5,64,"industriefunctie,winkelfunctie",Verblijfsobject in gebruik,0361100000104619
0361010000002550,1817HB,96,53,woonfunctie,Verblijfsobject in gebruik,0361100000028779
0361010000000605,1826KJ,54,124,woonfunctie,Verblijfsobject in gebruik,0361100000040442
0361010000001470,1813LN,30,101,woonfunctie,Verblijfsobject in gebruik,0361100000000746
0361010000000219,1814RH,24,57,woonfunctie,Verblijfsobject in gebruik,0361100000006800
0361010000001054,1811NA,6,64,winkelfunctie,Verblijfsobject in gebruik,0361100000104572
0361010000002086,1824EC,18,137,woonfunctie,Verblijfsobject in gebruik,0361100000025863
0361010000000606,1826KG,55,107,woonfunctie,Verblijfsobject in gebruik,0361100000040431
0361010000002551,1817HB,98,53,woonfunctie,Verblijfsobject in gebruik,0361100000028779
0361010000001055,1827DE,1,75,woonfunctie,Verblijfsobject in gebruik,0361100000042492
0361010000000220,1829EG,1,93,woonfunctie,Verblijfsobject in gebruik,0361100000021449
0361010000001471,1813LN,32,99,woonfunctie,Verblijfsobject in gebruik,0361100000000742
0361010000000607,1826KJ,56,127,woonfunctie,Verblijfsobject in gebruik,0361100000040691
0361010000001056,1827DE,2,75,woonfunctie,Verblijfsobject in gebruik,0361100000103421
0361010000002088,1824EC,20,148,woonfunctie,Verblijfsobject in gebruik,0361100000025862
0361010000001472,1813LN,34,101,woonfunctie,Verblijfsobject in gebruik,0361100000101656
0361010000002552,1817HB,100,53,woonfunctie,Verblijfsobject in gebruik,0361100000028779
0361010000000608,1826KG,57,107,woonfunctie,Verblijfsobject in gebruik,0361100000040432
0361010000001057,1827DE,3,75,woonfunctie,Verblijfsobject in gebruik,0361100000042494
0361010000000222,1829EG,2,16,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000101055
0361010000000609,1826KJ,58,133,woonfunctie,Verblijfsobject in gebruik,0361100000040692
0361010000001058,1827DE,4,75,woonfunctie,Verblijfsobject in gebruik,0361100000042495
0361010000001473,1813LN,36,99,woonfunctie,Verblijfsobject in gebruik,0361100000000741
0361010000002090,1824EC,22,137,woonfunctie,Verblijfsobject in gebruik,0361100000025630
0361010000002553,1817HB,102,53,woonfunctie,Verblijfsobject in gebruik,0361100000028779
0361010000000223,1829EG,3,93,woonfunctie,Verblijfsobject in gebruik,0361100000021446
0361010000001059,1827DE,5,75,woonfunctie,Verblijfsobject in gebruik,0361100000042499
0361010000001474,1813LP,38,54,woonfunctie,Verblijfsobject in gebruik,0361100000106878
0361010000000611,1826KG,59,10,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000040635
0361010000002554,1817HB,104,53,woonfunctie,Verblijfsobject in gebruik,0361100000028779
0361010000001060,1827DE,6,75,woonfunctie,Verblijfsobject in gebruik,0361100000042502
0361010000002092,1824EC,24,137,woonfunctie,Verblijfsobject in gebruik,0361100000025628
0361010000000224,1829EG,4,127,woonfunctie,Verblijfsobject in gebruik,0361100000020829
0361010000000612,1826KJ,60,128,woonfunctie,Verblijfsobject in gebruik,0361100000040693
0361010000000225,1829EG,4,16,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000101056
0361010000001475,1813LP,40,65,woonfunctie,Verblijfsobject in gebruik,0361100000106878
0361010000001061,1827DE,7,75,woonfunctie,Verblijfsobject in gebruik,0361100000042505
0361010000002555,1817HB,106,53,woonfunctie,Verblijfsobject in gebruik,0361100000028779
0361010000000226,1829EG,5,93,woonfunctie,Verblijfsobject in gebruik,0361100000021445
0361010000002094,1824EC,26,137,woonfunctie,Verblijfsobject in gebruik,0361100000025627
0361010000001062,1827DE,8,75,woonfunctie,Verblijfsobject in gebruik,0361100000042509
0361010000002969,1825LM,17,95,woonfunctie,Verblijfsobject in gebruik,0361100000041837
0361010000000614,1826KJ,62,145,woonfunctie,Verblijfsobject in gebruik,0361100000040694
0361010000001476,1813LP,42,65,woonfunctie,Verblijfsobject in gebruik,0361100000106878
0361010000000615,1826KJ,62,17,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000040695
0361010000001063,1827DE,9,75,woonfunctie,Verblijfsobject in gebruik,0361100000042510
0361010000002970,1825LP,18,82,woonfunctie,Verblijfsobject in gebruik,0361100000042419
0361010000002556,1817HC,108,53,woonfunctie,Verblijfsobject in gebruik,0361100000028785
0361010000000616,1826KJ,62,17,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000040696
0361010000000617,1826KJ,62,17,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000040697
0361010000000227,1829EG,6,117,woonfunctie,Verblijfsobject in gebruik,0361100000020828
0361010000002096,1824EC,28,137,woonfunctie,Verblijfsobject in gebruik,0361100000025624
0361010000001064,1827DE,10,75,woonfunctie,Verblijfsobject in gebruik,0361100000042514
0361010000001477,1813LP,44,65,woonfunctie,Verblijfsobject in gebruik,0361100000106878
0361010000000618,1826KJ,62,17,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000040698
0361010000002971,1825LM,19,95,woonfunctie,Verblijfsobject in gebruik,0361100000041840
0361010000000228,1829EG,6,16,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000101057
0361010000002557,1817HC,110,53,woonfunctie,Verblijfsobject in gebruik,0361100000028785
0361010000001065,1827DE,11,75,woonfunctie,Verblijfsobject in gebruik,0361100000042809
0361010000000619,1826KG,63,107,woonfunctie,Verblijfsobject in gebruik,0361100000040637
0361010000000229,1829EG,7,93,woonfunctie,Verblijfsobject in gebruik,0361100000021424
0361010000001478,1813LP,46,65,woonfunctie,Verblijfsobject in gebruik,0361100000106878
0361010000002972,1825LP,20,96,woonfunctie,Verblijfsobject in gebruik,0361100000103360
0361010000001066,1827DE,12,78,woonfunctie,Verblijfsobject in gebruik,0361100000042810
0361010000000620,1826KG,65,107,woonfunctie,Verblijfsobject in gebruik,0361100000040638
0361010000002558,1817HC,112,53,woonfunctie,Verblijfsobject in gebruik,0361100000028785
0361010000001067,1827DE,13,75,woonfunctie,Verblijfsobject in gebruik,0361100000042811
0361010000002973,1825LM,21,70,woonfunctie,Verblijfsobject in gebruik,0361100000103361
0361010000001479,1813LP,48,65,woonfunctie,Verblijfsobject in gebruik,0361100000106878
0361010000000621,1826KG,67,107,woonfunctie,Verblijfsobject in gebruik,0361100000040640
0361010000000231,1829EG,8,16,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000101058
0361010000002100,1824EC,32,137,woonfunctie,Verblijfsobject in gebruik,0361100000102724
0361010000001068,1827DE,14,75,woonfunctie,Verblijfsobject in gebruik,0361100000103422
0361010000002974,1825LP,22,98,woonfunctie,Verblijfsobject in gebruik,0361100000042420
0361010000002559,1817HC,114,53,woonfunctie,Verblijfsobject in gebruik,0361100000028785
0361010000000622,1826KG,69,107,woonfunctie,Verblijfsobject in gebruik,0361100000040641
0361010000000232,1829EG,9,93,woonfunctie,Verblijfsobject in gebruik,0361100000100988
0361010000001480,1813LP,50,65,woonfunctie,Verblijfsobject in gebruik,0361100000106878
0361010000000233,1829EG,10,16,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000101059
0361010000001069,1827DE,15,75,woonfunctie,Verblijfsobject in gebruik,0361100000103423
0361010000002102,1824EC,34,137,woonfunctie,Verblijfsobject in gebruik,0361100000025617
0361010000002560,1817HC,116,53,woonfunctie,Verblijfsobject in gebruik,0361100000028785
0361010000000234,1829EG,11,93,woonfunctie,Verblijfsobject in gebruik,0361100000021423
0361010000001070,1827DE,16,75,woonfunctie,Verblijfsobject in gebruik,0361100000042821
0361010000002976,1825LP,24,98,woonfunctie,Verblijfsobject in gebruik,0361100000042421
0361010000001481,1813LP,52,65,woonfunctie,Verblijfsobject in gebruik,0361100000106878
0361010000000235,1829EG,12,16,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000101060
0361010000000624,1826KJ,72,59,woonfunctie,Verblijfsobject in gebruik,0361100000040907
0361010000001071,1827DE,17,75,woonfunctie,Verblijfsobject in gebruik,0361100000042823
0361010000002977,1825LM,25,82,woonfunctie,Verblijfsobject in gebruik,0361100000042596
0361010000000236,1829EG,13,93,woonfunctie,Verblijfsobject in gebruik,0361100000021352
0361010000002561,1817HC,118,53,woonfunctie,Verblijfsobject in gebruik,0361100000028785
0361010000002104,1824EC,36,137,woonfunctie,Verblijfsobject in gebruik,0361100000025616
0361010000001482,1813LP,54,65,woonfunctie,Verblijfsobject in gebruik,0361100000106878
0361010000000237,1829EG,14,16,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000101061
0361010000001072,1827DE,18,75,woonfunctie,Verblijfsobject in gebruik,0361100000042824
0361010000001483,1813LP,56,18,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000106878
0361010000000625,1826KJ,74,48,woonfunctie,Verblijfsobject in gebruik,0361100000040907
0361010000001484,1813LP,58,18,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000000474
0361010000002978,1825LP,26,96,woonfunctie,Verblijfsobject in gebruik,0361100000042424
0361010000001073,1827DE,19,75,woonfunctie,Verblijfsobject in gebruik,0361100000103424
0361010000002562,1817HC,120,53,woonfunctie,Verblijfsobject in gebruik,0361100000028788
0361010000002106,1824EC,38,137,woonfunctie,Verblijfsobject in gebruik,0361100000102725
0361010000002979,1825LM,27,82,woonfunctie,Verblijfsobject in gebruik,0361100000042597
0361010000001074,1827DE,20,75,woonfunctie,Verblijfsobject in gebruik,0361100000042828
0361010000000626,1826KJ,76,39,woonfunctie,Verblijfsobject in gebruik,0361100000040907
0361010000001485,1813LP,60,54,woonfunctie,Verblijfsobject in gebruik,0361100000000474
0361010000002563,1817HC,122,53,woonfunctie,Verblijfsobject in gebruik,0361100000028788
0361010000001075,1827DE,21,75,woonfunctie,Verblijfsobject in gebruik,0361100000042833
0361010000000627,1826KJ,78,45,woonfunctie,Verblijfsobject in gebruik,0361100000040907
0361010000002980,1825LP,28,96,woonfunctie,Verblijfsobject in gebruik,0361100000042426
0361010000002108,1824ED,40,137,woonfunctie,Verblijfsobject in gebruik,0361100000025167
0361010000001486,1813LP,62,65,woonfunctie,Verblijfsobject in gebruik,0361100000000474
0361010000001076,1827DG,22,78,woonfunctie,Verblijfsobject in gebruik,0361100000103521
0361010000000239,1829EG,16,16,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000101062
0361010000002564,1817HC,124,53,woonfunctie,Verblijfsobject in gebruik,0361100000028788
0361010000000628,1826KJ,80,39,woonfunctie,Verblijfsobject in gebruik,0361100000040907
0361010000002981,1825LM,29,93,woonfunctie,Verblijfsobject in gebruik,0361100000042602
0361010000001077,1827DG,23,78,woonfunctie,Verblijfsobject in gebruik,0361100000103521
0361010000000240,1829EG,17,93,woonfunctie,Verblijfsobject in gebruik,0361100000021351
0361010000001487,1813LP,64,65,woonfunctie,Verblijfsobject in gebruik,0361100000000474
0361010000000242,1829EG,18,16,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000101063
0361010000002110,1824ED,42,137,woonfunctie,Verblijfsobject in gebruik,0361100000102726
0361010000002565,1817HC,126,53,woonfunctie,Verblijfsobject in gebruik,0361100000028788
0361010000000629,1826KJ,82,39,woonfunctie,Verblijfsobject in gebruik,0361100000040907
0361010000002982,1825LP,30,96,woonfunctie,Verblijfsobject in gebruik,0361100000042427
0361010000001488,1813LP,66,65,woonfunctie,Verblijfsobject in gebruik,0361100000000474
0361010000001079,1827DG,25,95,woonfunctie,Verblijfsobject in gebruik,0361100000042835
0361010000002983,1825LM,31,93,woonfunctie,Verblijfsobject in gebruik,0361100000042603
0361010000002566,1817HC,128,53,woonfunctie,Verblijfsobject in gebruik,0361100000028788
0361010000001080,1827DG,26,95,woonfunctie,Verblijfsobject in gebruik,0361100000042838
0361010000000243,1829EG,19,166,woonfunctie,Verblijfsobject in gebruik,0361100000021324
0361010000000630,1826KJ,84,39,woonfunctie,Verblijfsobject in gebruik,0361100000040907
0361010000000244,1829EG,20,16,overige gebruiksfunctie,Verblijfsobject in gebruik,0361100000101064
0361010000001489,1813LP,68,65,woonfunctie,Verblijfsobject in gebruik,0361100000000474
0361010000002112,1824ED,44,137,woonfunctie,Verblijfsobject in gebruik,0361100000025164
